log N,time,self.uav_coord[0],self.uav_coord[1],self.gcs_coord[0],self.gcs_coord[1],self.uav_alt,self.gcs_alt,self.goal_pose[0],self.goal_pose[1],self.goal_pose[2],self.uav_heading,self.gcs_heading,self.uav_vel[0],self.uav_vel[1],self.uav_vel[2],self.gcs_vel[0],self.gcs_vel[1],self.gcs_vel[2],self.uav_pose[0],self.uav_pose[1],self.uav_pose[2],self.goal_pose[0],self.goal_pose[1],self.goal_pose[2],self.goal_mode,self.L, roll_cmd,pitch_cmd,yaw_cmd,thr_cmd,self.voltage,self.current  
1,0,43.684292,-110.847566,43.684327,-72.233347,-0.500000,0.750000,1.570000,0.000000,10.000000,0.787599,1.068879,-0.100000,0.130000,0.020000,-0.060000,-0.080000,0.040000,1.570797,-0.264509,3076501.657711,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.333388,1.000000,22.328000,0.039000 
2,0,43.684292,-110.847566,43.684327,-72.233347,-0.500000,0.750000,1.570000,0.000000,10.000000,0.787599,1.068879,-0.100000,0.130000,0.020000,-0.060000,-0.080000,0.040000,1.570797,-0.264509,3076501.657711,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.333388,1.000000,22.328000,0.039000 
3,0,43.684292,-110.848592,43.684329,-72.233348,-0.500000,0.780000,1.570000,0.000000,10.000000,0.787573,1.068879,-0.100000,0.130000,0.010000,0.030000,-0.080000,0.130000,1.570797,-0.264503,3076581.728435,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.333381,1.000000,22.328000,0.039000 
4,0,43.684292,-110.851189,43.684329,-72.233348,-0.500000,0.780000,1.570000,0.000000,10.000000,0.787412,1.069209,-0.090000,0.110000,0.020000,0.030000,-0.080000,0.130000,1.570797,-0.264155,3076784.690127,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.333365,1.000000,22.342000,0.036000 
5,0,43.684292,-110.851189,43.684329,-72.233348,-0.500000,0.780000,1.570000,0.000000,10.000000,0.787412,1.069209,-0.090000,0.110000,0.020000,0.030000,-0.080000,0.130000,1.570797,-0.264155,3076784.690127,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.333365,1.000000,22.342000,0.036000 
6,0,43.684292,-110.853390,43.684329,-72.233348,-0.490000,0.780000,1.570000,0.000000,10.000000,0.786812,1.069209,-0.070000,0.090000,0.020000,0.030000,-0.080000,0.130000,1.570797,-0.264141,3076956.700460,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.333351,1.000000,22.366000,0.029000 
7,0,43.684292,-110.853390,43.684329,-72.233348,-0.490000,0.780000,1.570000,0.000000,10.000000,0.786812,1.069209,-0.070000,0.090000,0.020000,0.030000,-0.080000,0.130000,1.570797,-0.264141,3076956.700460,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.333351,1.000000,22.366000,0.029000 
8,0,43.684292,-110.853934,43.684329,-72.233348,-0.490000,0.780000,1.570000,0.000000,10.000000,0.786812,1.069209,-0.070000,0.090000,0.010000,0.030000,-0.080000,0.130000,1.570797,-0.264138,3076999.218372,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.333347,1.000000,22.366000,0.029000 
9,0,43.684292,-110.855815,43.684329,-72.233348,-0.490000,0.780000,1.570000,0.000000,10.000000,0.786284,1.069209,-0.050000,0.060000,0.020000,0.030000,-0.080000,0.130000,1.570797,-0.264126,3077146.280053,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.333335,1.000000,22.309000,0.032000 
10,0,43.684292,-110.856473,43.684329,-72.233348,-0.480000,0.780000,1.570000,0.000000,10.000000,0.786161,1.069209,-0.040000,0.060000,0.020000,0.030000,-0.080000,0.130000,1.570797,-0.264122,3077197.676509,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.333331,1.000000,22.296000,0.050000 
11,0,43.684292,-110.857754,43.684329,-72.233348,-0.480000,0.780000,1.570000,0.000000,10.000000,0.785663,1.069209,-0.020000,0.040000,0.010000,0.030000,-0.080000,0.130000,1.570797,-0.264113,3077297.843175,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.333323,1.000000,22.273000,0.038000 
12,0,43.684281,-72.233316,43.684329,-72.233348,-0.510000,0.780000,1.570000,0.000000,10.000000,0.753661,1.069209,0.000000,0.010000,0.000000,0.030000,-0.080000,0.130000,1.785737,1.521298,6.048115,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,-0.452089,0.000000,22.299000,0.043000 
13,0,43.684281,-72.233316,43.684329,-72.233348,-0.510000,0.780000,1.570000,0.000000,10.000000,0.753661,1.069209,0.000000,0.010000,0.000000,0.030000,-0.080000,0.130000,1.785737,1.521298,6.048115,1.570000,0.000000,10.000000,0.000000,0.000000,-0.103130,0.107470,-0.452089,0.542667,22.301000,0.045000 
14,0,43.684281,-72.233317,43.684330,-72.233352,-0.510000,0.870000,1.570000,0.000000,10.000000,0.753910,1.068188,0.000000,0.010000,0.000000,0.030000,-0.190000,0.040000,1.792348,1.546979,6.280041,1.570000,0.000000,10.000000,0.000000,0.000000,-0.090261,0.092199,-0.478791,0.554689,22.301000,0.045000 
15,0,43.684281,-80.900177,43.684330,-72.233352,-0.510000,0.870000,1.570000,0.000000,10.000000,0.753849,1.068188,0.000000,0.010000,0.000000,0.030000,-0.190000,0.040000,1.570798,-0.450311,696618.577445,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.518498,1.000000,22.337000,0.048000 
16,0,43.684281,-83.936967,43.684330,-72.233352,-0.510000,0.870000,1.570000,0.000000,10.000000,0.753997,1.068188,0.000000,0.010000,0.000000,0.030000,-0.190000,0.040000,1.570798,-0.431933,940354.930030,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.500120,1.000000,22.337000,0.048000 
17,0,43.684281,-94.524078,43.684330,-72.233352,-0.490000,0.870000,1.570000,0.000000,10.000000,0.754429,1.068188,0.000000,0.000000,0.000000,0.030000,-0.190000,0.040000,1.570797,-0.367361,1787060.413046,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.435549,1.000000,22.199000,0.045000 
18,0,43.684281,-94.524078,43.684330,-72.233352,-0.490000,0.870000,1.570000,0.000000,10.000000,0.754749,1.068188,0.000000,0.000000,0.000000,0.030000,-0.190000,0.040000,1.570797,-0.367361,1787060.413046,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.435549,1.000000,22.199000,0.045000 
19,0,43.684281,-96.304294,43.684330,-72.233352,-0.490000,0.870000,1.570000,0.000000,10.000000,0.754749,1.068188,0.000000,0.000000,0.000000,0.030000,-0.190000,0.040000,1.570797,-0.356400,1928799.281077,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.424588,1.000000,22.329000,0.050000 
20,0,43.684281,-96.304294,43.684330,-72.233352,-0.490000,0.870000,1.570000,0.000000,10.000000,0.755165,1.068188,0.000000,0.000000,0.000000,0.030000,-0.190000,0.040000,1.570797,-0.356400,1928799.281077,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.424588,1.000000,22.329000,0.050000 
21,0,43.684281,-101.060690,43.684330,-72.233355,-0.480000,0.750000,1.570000,0.000000,10.000000,0.756108,1.068188,0.000000,0.000000,0.010000,0.130000,0.000000,0.040000,1.570797,-0.326923,2306325.697016,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.395111,1.000000,22.380000,0.036000 
22,0,43.684281,-102.011113,43.684330,-72.233355,-0.480000,0.750000,1.570000,0.000000,10.000000,0.756571,1.067430,0.000000,-0.010000,0.010000,0.130000,0.000000,0.040000,1.570797,-0.321754,2381536.731405,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.389184,1.000000,22.380000,0.036000 
23,0,43.684281,-104.972522,43.684330,-72.233355,-0.470000,0.750000,1.570000,0.000000,10.000000,0.758177,1.067430,-0.010000,-0.030000,0.010000,0.130000,0.000000,0.040000,1.570797,-0.303199,2615347.805754,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.370630,1.000000,22.421000,0.041000 
24,0,43.684281,-104.972522,43.684330,-72.233355,-0.470000,0.750000,1.570000,0.000000,10.000000,0.758177,1.067430,-0.010000,-0.030000,0.010000,0.130000,0.000000,0.040000,1.570797,-0.303199,2615347.805754,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.370630,1.000000,22.421000,0.041000 
25,0,43.684281,-107.326474,43.684330,-72.233355,-0.460000,0.750000,1.570000,0.000000,10.000000,0.758803,1.067430,-0.030000,-0.050000,0.010000,0.130000,0.000000,0.040000,1.570797,-0.288351,2800573.648148,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.355781,1.000000,22.399000,0.040000 
26,0,43.684281,-107.618948,43.684330,-72.233355,-0.460000,0.750000,1.570000,0.000000,10.000000,0.759174,1.067430,-0.030000,-0.040000,0.010000,0.130000,0.000000,0.040000,1.570797,-0.286499,2823546.463626,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.353930,1.000000,22.377000,0.047000 
27,0,43.684281,-107.797426,43.684330,-72.233355,-0.460000,0.750000,1.570000,0.000000,10.000000,0.759174,1.067430,-0.030000,-0.040000,0.010000,0.130000,0.000000,0.040000,1.570797,-0.285368,2837560.740427,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.352799,1.000000,22.377000,0.047000 
28,0,43.684281,-109.094618,43.684330,-72.233355,-0.450000,0.750000,1.570000,0.000000,10.000000,0.762123,1.067430,-0.030000,-0.020000,0.000000,0.130000,0.000000,0.040000,1.570797,-0.277134,2939310.655293,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.344564,1.000000,22.384000,0.031000 
29,0,43.684281,-109.094618,43.684330,-72.233355,-0.450000,0.750000,1.570000,0.000000,10.000000,0.762123,1.067430,-0.030000,-0.020000,0.000000,0.130000,0.000000,0.040000,1.570797,-0.277134,2939310.655293,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.344564,1.000000,22.384000,0.031000 
30,0,43.684281,-109.094618,43.684330,-72.233355,-0.450000,0.750000,1.570000,0.000000,10.000000,0.762123,1.067430,-0.030000,-0.020000,0.000000,0.130000,0.000000,0.040000,1.570797,-0.277134,2939310.655293,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.344564,1.000000,22.384000,0.031000 
31,0,43.684281,-109.672702,43.684330,-72.233355,-0.440000,0.750000,1.570000,0.000000,10.000000,0.763301,1.067430,-0.030000,-0.010000,0.000000,0.130000,0.000000,0.040000,1.570797,-0.273454,2984592.962362,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.340885,1.000000,22.251000,0.046000 
32,0,43.684281,-109.798350,43.684330,-72.233355,-0.440000,0.750000,1.570000,0.000000,10.000000,0.763301,1.067430,-0.030000,-0.010000,0.000000,0.130000,0.000000,0.040000,1.570797,-0.272654,2994430.060507,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.340084,1.000000,22.251000,0.046000 
33,0,43.684281,-110.185954,43.684330,-72.233355,-0.440000,0.750000,1.570000,0.000000,10.000000,0.764867,1.067430,-0.030000,0.000000,0.000000,0.130000,0.000000,0.040000,1.570797,-0.270182,3024764.249195,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.337613,1.000000,22.221000,0.036000 
34,0,43.684281,-110.324509,43.684330,-72.233355,-0.440000,0.750000,1.570000,0.000000,10.000000,0.767287,1.069226,-0.030000,0.020000,0.000000,0.130000,0.000000,0.040000,1.570797,-0.267503,3035603.375532,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.336729,1.000000,22.281000,0.041000 
35,0,43.684281,-110.383759,43.684330,-72.233355,-0.440000,0.750000,1.570000,0.000000,10.000000,0.768319,1.069226,-0.030000,0.030000,0.000000,0.130000,0.000000,0.040000,1.570797,-0.267125,3040237.817187,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.336350,1.000000,22.272000,0.043000 
36,0,43.684281,-110.558734,43.684330,-72.233355,-0.440000,0.750000,1.570000,0.000000,10.000000,0.770903,1.069226,-0.020000,0.050000,0.000000,0.130000,0.000000,0.040000,1.570797,-0.266007,3053921.562727,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.335233,1.000000,22.298000,0.057000 
37,0,43.684281,-110.591288,43.684330,-72.233355,-0.440000,0.750000,1.570000,0.000000,10.000000,0.770903,1.069226,-0.020000,0.060000,0.000000,0.130000,0.000000,0.040000,1.570797,-0.265799,3056466.977314,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.335025,1.000000,22.298000,0.057000 
38,0,43.684281,-110.689798,43.684330,-72.233355,-0.440000,0.750000,1.570000,0.000000,10.000000,0.772720,1.069226,-0.020000,0.090000,0.000000,0.130000,0.000000,0.040000,1.570797,-0.265170,3064168.814910,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.334396,1.000000,22.313000,0.047000 
39,0,43.684281,-110.764121,43.684330,-72.233355,-0.440000,0.750000,1.570000,0.000000,10.000000,0.777022,1.069226,-0.020000,0.090000,0.000000,0.130000,0.000000,0.040000,1.570797,-0.264695,3069978.899355,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.333921,1.000000,22.297000,0.032000 
40,0,43.684281,-110.774666,43.684330,-72.233355,-0.440000,0.750000,1.570000,0.000000,10.000000,0.777758,1.069226,-0.020000,0.090000,0.000000,0.130000,0.000000,0.040000,1.570797,-0.264628,3070803.166475,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.333853,1.000000,22.329000,0.051000 
41,0,43.684281,-110.806123,43.684331,-72.233348,-0.430000,0.520000,1.570000,0.000000,10.000000,0.779982,1.069226,-0.020000,0.080000,0.000000,-0.110000,0.020000,-0.140000,1.570797,-0.264427,3073262.599468,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.333652,1.000000,22.328000,0.052000 
42,0,43.684281,-110.811846,43.684331,-72.233348,-0.430000,0.520000,1.570000,0.000000,10.000000,0.780233,1.069348,-0.020000,0.080000,0.000000,-0.110000,0.020000,-0.140000,1.570797,-0.264267,3073709.881329,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.333616,1.000000,22.328000,0.038000 
43,0,43.684281,-110.817033,43.684331,-72.233348,-0.430000,0.520000,1.570000,0.000000,10.000000,0.780727,1.069348,-0.030000,0.080000,0.000000,-0.110000,0.020000,-0.140000,1.570797,-0.264234,3074115.326755,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.333583,1.000000,22.343000,0.054000 
44,0,43.684281,-110.829372,43.684331,-72.233348,-0.420000,0.520000,1.570000,0.000000,10.000000,0.783029,1.069348,-0.030000,0.060000,0.000000,-0.110000,0.020000,-0.140000,1.570797,-0.264155,3075079.778570,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.333504,1.000000,22.303000,0.033000 
45,0,43.684281,-110.832636,43.684331,-72.233348,-0.420000,0.520000,1.570000,0.000000,10.000000,0.783029,1.069348,-0.030000,0.060000,0.000000,-0.110000,0.020000,-0.140000,1.570797,-0.264134,3075334.895008,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.333483,1.000000,22.324000,0.028000 
46,0,43.684281,-110.844590,43.684331,-72.233348,-0.410000,0.520000,1.570000,0.000000,10.000000,0.785102,1.069348,-0.030000,0.060000,0.010000,-0.110000,0.020000,-0.140000,1.570797,-0.264058,3076269.185443,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.333406,1.000000,22.368000,0.050000 
47,0,43.684281,-110.846274,43.684331,-72.233348,-0.410000,0.520000,1.570000,0.000000,10.000000,0.785287,1.069348,-0.020000,0.070000,0.010000,-0.110000,0.020000,-0.140000,1.570797,-0.264047,3076400.867608,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.333396,1.000000,22.282000,0.019000 
48,0,43.684281,-110.847385,43.684331,-72.233348,-0.400000,0.520000,1.570000,0.000000,10.000000,0.785663,1.069348,-0.020000,0.080000,0.010000,-0.110000,0.020000,-0.140000,1.570797,-0.264040,3076487.655096,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.333388,1.000000,22.282000,0.019000 
49,0,43.684281,-110.851747,43.684331,-72.233348,-0.390000,0.520000,1.570000,0.000000,10.000000,0.789293,1.069348,0.000000,0.120000,0.020000,-0.110000,0.020000,-0.140000,1.570797,-0.264012,3076828.613430,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.333361,1.000000,22.406000,0.029000 
50,0,43.684281,-110.854276,43.684331,-72.233347,-0.380000,0.430000,1.570000,0.000000,10.000000,0.792335,1.069348,0.010000,0.170000,0.020000,-0.010000,0.130000,-0.030000,1.570797,-0.263996,3077026.345419,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.333344,1.000000,22.271000,0.048000 
51,0,43.684281,-110.854276,43.684331,-72.233347,-0.380000,0.430000,1.570000,0.000000,10.000000,0.792335,1.069348,0.010000,0.170000,0.020000,-0.010000,0.130000,-0.030000,1.570797,-0.263996,3077026.345419,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.333344,1.000000,22.271000,0.048000 
52,0,43.684281,-110.854276,43.684331,-72.233347,-0.380000,0.430000,1.570000,0.000000,10.000000,0.792335,1.068355,0.010000,0.170000,0.020000,-0.010000,0.130000,-0.030000,1.570797,-0.264990,3077026.345419,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.333344,1.000000,22.383000,0.031000 
53,0,43.684281,-110.856243,43.684331,-72.233347,-0.380000,0.430000,1.570000,0.000000,10.000000,0.794837,1.068355,0.020000,0.190000,0.020000,-0.010000,0.130000,-0.030000,1.570797,-0.264977,3077180.097328,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.333332,1.000000,22.342000,0.040000 
54,0,43.684281,-110.857001,43.684331,-72.233347,-0.370000,0.430000,1.570000,0.000000,10.000000,0.795015,1.068355,0.020000,0.190000,0.020000,-0.010000,0.130000,-0.030000,1.570797,-0.264972,3077239.309508,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.333327,1.000000,22.342000,0.040000 
55,0,43.684281,-110.857318,43.684331,-72.233347,-0.370000,0.430000,1.570000,0.000000,10.000000,0.795015,1.068355,0.020000,0.190000,0.020000,-0.010000,0.130000,-0.030000,1.570797,-0.264970,3077264.132334,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.333325,1.000000,22.285000,0.042000 
56,0,43.684281,-110.857598,43.684331,-72.233347,-0.370000,0.430000,1.570000,0.000000,10.000000,0.795240,1.068355,0.030000,0.190000,0.020000,-0.010000,0.130000,-0.030000,1.570797,-0.264969,3077285.953901,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.333323,1.000000,22.390000,0.043000 
57,0,43.684281,-110.857781,43.684331,-72.233347,-0.370000,0.430000,1.570000,0.000000,10.000000,0.795609,1.068355,0.030000,0.180000,0.020000,-0.010000,0.130000,-0.030000,1.570797,-0.264967,3077300.272346,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.333322,1.000000,22.390000,0.043000 
58,0,43.684281,-110.857781,43.684330,-72.233345,-0.370000,0.480000,1.570000,0.000000,10.000000,0.795609,1.068226,0.030000,0.180000,0.020000,0.010000,0.140000,-0.080000,1.570797,-0.265096,3077300.467771,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.333322,1.000000,22.293000,0.038000 
59,0,43.684281,-110.858123,43.684330,-72.233345,-0.360000,0.480000,1.570000,0.000000,10.000000,0.796051,1.068226,0.030000,0.180000,0.020000,0.010000,0.140000,-0.080000,1.570797,-0.265094,3077327.228870,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.333320,1.000000,22.234000,0.035000 
60,0,43.684281,-110.858226,43.684330,-72.233345,-0.360000,0.480000,1.570000,0.000000,10.000000,0.796145,1.068226,0.030000,0.170000,0.020000,0.010000,0.140000,-0.080000,1.570797,-0.265094,3077335.294713,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.333319,1.000000,22.234000,0.035000 
61,0,43.684281,-110.858316,43.684330,-72.233345,-0.360000,0.480000,1.570000,0.000000,10.000000,0.796145,1.068226,0.040000,0.170000,0.010000,0.010000,0.140000,-0.080000,1.570797,-0.265093,3077342.297614,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.333319,1.000000,22.309000,0.049000 
62,0,43.684276,-72.233330,43.684329,-72.233343,-0.330000,0.440000,1.570000,0.000000,10.000000,0.824496,1.068226,0.130000,0.080000,0.040000,0.000000,0.110000,-0.140000,1.700284,1.250094,5.963150,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,-0.181868,0.000000,22.349000,0.049000 
63,0,43.684276,-72.233330,43.684329,-72.233343,-0.330000,0.440000,1.570000,0.000000,10.000000,0.824669,1.067934,0.130000,0.090000,0.040000,0.000000,0.110000,-0.140000,1.700284,1.249802,5.963150,1.570000,0.000000,10.000000,0.000000,0.000000,-0.103983,0.104038,-0.181868,0.525488,22.355000,0.034000 
64,0,43.684275,-72.233333,43.684329,-72.233343,-0.320000,0.440000,1.570000,0.000000,10.000000,0.824718,1.067934,0.130000,0.090000,0.040000,0.000000,0.110000,-0.140000,1.696908,1.205196,6.042390,1.570000,0.000000,10.000000,0.000000,0.000000,-0.103426,0.098020,-0.137262,0.525591,22.355000,0.034000 
65,0,43.684276,-80.876020,43.684328,-72.233342,-0.350000,0.370000,1.570000,0.000000,10.000000,0.796244,1.067934,0.120000,0.090000,0.010000,-0.220000,0.010000,-0.040000,1.570797,-0.450710,694679.521033,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.518644,1.000000,22.275000,0.044000 
66,0,43.684276,-89.281217,43.684328,-72.233342,-0.350000,0.370000,1.570000,0.000000,10.000000,0.795441,1.067400,0.120000,0.090000,0.010000,-0.220000,0.010000,-0.040000,1.570797,-0.400241,1368469.169484,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.467641,1.000000,22.278000,0.031000 
67,0,43.684276,-97.132886,43.684328,-72.233342,-0.340000,0.370000,1.570000,0.000000,10.000000,0.794097,1.067400,0.120000,0.070000,0.010000,-0.220000,0.010000,-0.040000,1.570797,-0.352073,1994694.767764,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.419473,1.000000,22.391000,0.036000 
68,0,43.684276,-97.132886,43.684328,-72.233342,-0.340000,0.370000,1.570000,0.000000,10.000000,0.794097,1.067400,0.120000,0.070000,0.010000,-0.220000,0.010000,-0.040000,1.570797,-0.352073,1994694.767764,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.419473,1.000000,22.359000,0.030000 
69,0,43.684276,-97.132886,43.684328,-72.233342,-0.340000,0.370000,1.570000,0.000000,10.000000,0.794097,1.067400,0.120000,0.070000,0.010000,-0.220000,0.010000,-0.040000,1.570797,-0.352073,1994694.767764,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.419473,1.000000,22.359000,0.030000 
70,0,43.684276,-99.166046,43.684328,-72.233342,-0.340000,0.370000,1.570000,0.000000,10.000000,0.793609,1.067400,0.120000,0.070000,0.010000,-0.220000,0.010000,-0.040000,1.570797,-0.339488,2156162.215023,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.406888,1.000000,22.386000,0.041000 
71,0,43.684276,-102.632254,43.684328,-72.233342,-0.330000,0.370000,1.570000,0.000000,10.000000,0.792598,1.067400,0.110000,0.060000,0.010000,-0.220000,0.010000,-0.040000,1.570797,-0.317903,2430647.380254,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.385303,1.000000,22.317000,0.039000 
72,0,43.684276,-102.632254,43.684328,-72.233342,-0.330000,0.330000,1.570000,0.000000,10.000000,0.792598,1.067400,0.110000,0.060000,0.010000,-0.170000,-0.190000,-0.220000,1.570797,-0.317904,2430647.392259,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.385303,1.000000,22.317000,0.039000 
73,0,43.684276,-103.283204,43.684328,-72.233342,-0.330000,0.330000,1.570000,0.000000,10.000000,0.792598,1.066482,0.100000,0.050000,0.020000,-0.170000,-0.190000,-0.220000,1.570797,-0.314748,2482075.315379,1.570000,0.000000,10.000000,0.000000,0.000000,0.523599,-0.523599,1.381230,1.000000,22.317000,0.039000 
